TIMESTAMP,PIDS_A,PIDS_B,PIDS_C,MIDS_A,MIDS_B,MIDS_C,MIDS_D,MIDS_E,MIDS_F,
2017-11-07 13:28:19.531336,null,null,null,,null,null,null,null,null,
2017-11-07 13:28:25.041201,null,null,null,,null,null,null,null,null,
2017-11-07 13:28:30.521754,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:28:35.818637,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:28:41.098166,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:28:46.326166,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:28:51.583247,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:28:56.864479,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:02.167041,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:07.409664,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:12.632338,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:17.890959,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:23.174683,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:28.385323,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:33.658458,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:38.948598,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:44.214893,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:49.424814,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:54.714878,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:29:59.974820,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:05.206641,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:10.433672,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:15.714987,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:20.986185,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:26.272861,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:31.533788,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:36.777515,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:42.085686,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:47.371490,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:52.612691,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:30:57.898910,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:03.122746,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:08.340876,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:13.605237,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:18.947795,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:24.226552,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:29.515327,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:34.750895,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:40.059903,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:45.310533,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:50.590496,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:31:55.865485,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:01.128393,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:06.386869,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:11.670656,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:16.972293,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:22.242103,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:27.493247,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:32.858383,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:38.147112,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:43.436127,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:48.711350,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:53.973284,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:32:59.223300,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:04.509780,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:09.819355,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:15.068610,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:20.350018,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:25.624886,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:30.959374,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:36.211509,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:41.494963,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:46.726761,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:52.006216,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:33:57.305162,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:02.506379,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:07.797635,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:13.024079,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:18.319559,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:23.574157,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:28.832972,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:34.034719,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:39.378027,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:44.628027,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:49.890747,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:34:55.223654,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:00.488909,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:05.833680,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:11.205593,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:16.432165,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:21.727059,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:27.072220,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:32.330960,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:37.597099,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:42.867207,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:48.115940,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:53.387240,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:35:58.656039,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:03.937358,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:09.224940,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:14.481790,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:19.776221,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:24.990401,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:30.222542,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:35.503962,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:40.778876,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:46.085109,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:51.345294,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:36:56.612728,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:01.882889,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:07.150367,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:12.395374,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:17.676593,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:22.957891,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:28.149753,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:33.430572,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:38.664354,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:43.919449,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:49.200857,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:54.440786,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:37:59.650953,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:38:04.930002,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:38:10.198264,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:38:15.498320,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:38:20.781914,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:38:25.999729,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:38:31.291349,null,null,null,0000000011000000000000000000000000000001,null,null,null,null,null,
2017-11-07 13:38:36.545951,null,null,null,,null,null,null,null,null,
2017-11-07 13:38:42.051375,null,null,null,,null,null,null,null,null,
2017-11-07 13:38:47.544105,null,null,null,,null,null,null,null,null,
2017-11-07 13:38:53.333787,null,null,null,,null,null,null,null,null,
2017-11-07 13:38:58.844035,null,null,null,,null,null,null,null,null,
2017-11-07 13:39:04.338929,null,null,null,,null,null,null,null,null,
2017-11-07 13:39:09.831605,null,null,null,,null,null,null,null,null,
2017-11-07 13:39:15.321914,null,null,null,,null,null,null,null,null,
